Date,GLD,HYG,SPY,TLT,VB,VNQ
2007-01-03,62.27999877929688,,100.26049041748048,51.19937133789063,52.02667999267578,35.976497650146484
2007-01-04,61.650001525878906,,100.47323608398438,51.50982284545898,52.10300827026367,36.023155212402344
2007-01-05,60.16999816894531,,99.6718521118164,51.28561401367188,51.24848937988281,35.35606002807617
2007-01-08,60.47999954223633,,100.13288116455078,51.37761306762695,51.43159484863281,35.40738296508789
2007-01-09,60.84999847412109,,100.04777526855467,51.37761306762695,51.57654571533203,35.855220794677734
2007-01-10,60.59000015258789,,100.3810806274414,51.1476936340332,51.58418655395508,36.31705856323242
2007-01-11,60.630001068115234,,100.82080841064452,50.84873962402344,52.23269271850586,36.788211822509766
2007-01-12,62.16999816894531,,101.5867691040039,50.61299514770508,52.70574188232422,36.90484237670898
2007-01-16,61.970001220703125,,101.38819122314452,50.72225189208984,52.46922302246094,37.42734146118164
2007-01-17,62.63999938964844,,101.43069458007812,50.56703186035156,52.37004089355469,37.41332626342773
2007-01-18,62.2599983215332,,101.09031677246094,50.72225189208984,51.78256988525391,37.36668014526367
2007-01-19,63.0,,101.28887939453124,50.584285736083984,52.20980453491211,37.73987579345703
2007-01-22,62.720001220703125,,100.976806640625,50.70500183105469,51.79018020629883,37.42265319824219
2007-01-23,64.2300033569336,,101.2746810913086,50.3715934753418,52.25559616088867,37.59992218017578
2007-01-24,64.33000183105469,,102.09026336669922,50.365821838378906,52.850704193115234,38.08976364135742
2007-01-25,64.05999755859375,,100.89176940917967,50.00366973876953,52.240333557128906,38.323001861572266
2007-01-26,64.16999816894531,,100.79952239990234,49.9633903503418,52.44633483886719,38.44895935058594
2007-01-29,63.77000045776367,,100.74279022216795,49.85420608520508,52.71337127685547,38.57490158081055
2007-01-30,64.22000122070312,,101.26758575439452,49.91162872314453,53.06435394287109,38.76618194580078
2007-01-31,64.83000183105469,,101.94841003417967,50.331356048583984,53.255069732666016,39.07405471801758
2007-02-01,65.22000122070312,,102.55831146240234,50.27072143554688,53.773902893066406,39.22799301147461
2007-02-02,64.27999877929688,,102.7001724243164,50.33422470092773,53.88834381103516,39.29800415039063
2007-02-05,64.30999755859375,,102.72859954833984,50.40348815917969,53.72812271118164,39.29800415039063
2007-02-06,64.79000091552734,,102.75692749023438,50.68055725097656,54.03329086303711,39.8764533996582
2007-02-07,64.62999725341797,,102.9838638305664,50.830665588378906,54.34614562988281,40.71147537231445
2007-02-08,65.5199966430664,,102.84915161132812,50.87105178833008,54.40715789794922,40.39892959594727
2007-02-09,66.12000274658203,,102.0831527709961,50.58242416381836,53.93413162231445,39.93244171142578
2007-02-12,65.66999816894531,,101.73568725585938,50.466983795166016,53.71287155151367,39.20936584472656
2007-02-13,65.83999633789062,,102.59381866455078,50.357303619384766,54.14773941040039,39.9697494506836
2007-02-14,66.37000274658203,,103.26753997802734,50.83641815185547,54.277462005615234,39.685176849365234
2007-02-15,66.41000366210938,,103.40235900878906,50.986454010009766,54.44530487060547,39.97908020019531
2007-02-16,66.36000061035156,,103.35269165039062,51.16542434692383,54.59790802001953,39.8764533996582
2007-02-20,65.30999755859375,,103.572509765625,51.28085708618164,55.06332778930664,40.18433380126953
2007-02-21,67.3499984741211,,103.52991485595705,51.194313049316406,55.185394287109375,40.0537223815918
2007-02-22,67.1500015258789,,103.4520034790039,50.91722869873047,55.35323333740234,39.83912658691406
2007-02-23,67.72000122070312,,103.04773712158205,51.28085708618164,55.147247314453125,39.144039154052734
2007-02-26,68.0999984741211,,102.9555435180664,51.621429443359375,55.02515411376953,38.9481201171875
2007-02-27,65.41000366210938,,98.9343032836914,52.273719787597656,52.728641510009766,37.73987579345703
2007-02-28,66.4800033569336,,99.94847106933594,52.03705596923828,53.2169303894043,38.01979064941406
2007-03-01,65.81999969482422,,99.65060424804688,52.00402069091797,52.980411529541016,37.63725280761719
2007-03-02,63.709999084472656,,98.34567260742188,52.2647705078125,52.09536743164063,37.04012680053711
2007-03-05,62.93000030517578,,97.4095230102539,52.351661682128906,50.96617126464844,35.59862518310547
2007-03-06,64.1500015258789,,99.07614135742188,52.1952018737793,52.240333557128906,36.90484237670898
2007-03-07,64.30000305175781,,98.97683715820312,52.398040771484375,52.07247924804688,36.387020111083984
2007-03-08,64.4800033569336,,99.8137435913086,52.351661682128906,52.545528411865234,36.97014617919922
2007-03-09,64.25,,99.84207153320312,51.801212310791016,52.79729461669922,37.45998764038086
2007-03-12,64.37000274658203,,99.99102020263672,52.00402069091797,52.94990539550781,37.64656829833984
2007-03-13,63.720001220703125,,98.0478286743164,52.316932678222656,51.76728820800781,36.76022720336914
2007-03-14,63.93999862670898,,98.77828216552734,52.07931518554688,52.15640640258789,36.93750381469727
2007-03-15,63.97999954223633,,98.91303253173828,52.07355117797852,52.6065673828125,37.26873016357422
2007-03-16,64.62000274658203,,98.6360855102539,52.061973571777344,52.32424545288086,36.8535270690918
2007-03-19,64.73999786376953,,99.82516479492188,51.95186614990234,52.873626708984375,37.22206497192383
2007-03-20,65.2699966430664,,100.3733901977539,51.98081207275391,53.24745178222656,37.371341705322266
2007-03-21,65.81999969482422,,102.02525329589844,52.00402069091797,54.22404098510742,37.82383728027344
2007-03-22,65.76000213623047,,101.94693756103516,51.59260177612305,54.22711563110352,37.861175537109375
2007-03-23,65.1500015258789,,102.09647369384766,51.44774627685547,54.37973403930664,37.88449096679688
2007-03-26,65.83999633789062,,101.961181640625,51.51148986816406,54.31105041503906,37.2778205871582
2007-03-27,65.69999694824219,,101.71910095214844,51.42457962036133,53.97528839111328,36.88839340209961
2007-03-28,66.05000305175781,,100.97862243652344,51.32028198242188,53.654762268066406,36.6443977355957
2007-03-29,65.6500015258789,,101.08536529541016,51.25074768066406,53.75397491455078,36.70539855957031
2007-03-30,65.73999786376953,,101.1067352294922,51.15225601196289,53.82265853881836,37.230899810791016
2007-04-02,65.8499984741211,,101.22069549560548,51.23715972900391,54.0592155456543,37.465518951416016
2007-04-03,65.83000183105469,,102.31005859375,51.17318344116211,54.55525970458984,37.7939453125
2007-04-04,66.80999755859375,,102.42398834228516,51.22552490234375,54.50945663452149,37.60625076293945
2007-04-05,66.86000061035156,,102.70167541503906,51.03359603881836,54.70788192749024,37.56871795654297
2007-04-09,66.52999877929688,,102.84407806396484,50.696231842041016,54.69260787963867,37.639122009277344
2007-04-10,67.16000366210938,,102.965087890625,50.84749984741211,54.875755310058594,37.7939453125
2007-04-11,67.08000183105469,34.103309631347656,102.54505157470705,50.81259536743164,54.55525970458984,37.230899810791016
2007-04-12,66.98999786376953,34.12616729736328,103.00071716308594,50.82426834106445,54.944435119628906,36.97752380371094
2007-04-13,67.83999633789062,34.06407928466797,103.47064971923828,50.66719436645508,55.21153259277344,37.395111083984375
2007-04-16,68.4000015258789,34.05100631713867,104.45326232910156,50.946388244628906,55.90596771240234,37.44204711914063
2007-04-17,68.0,34.03466033935547,104.73095703125,51.23136520385742,55.82966995239258,37.93001937866211
2007-04-18,68.37999725341797,34.04447937011719,104.85913848876952,51.48723983764648,55.62361145019531,37.69540023803711
2007-04-19,67.52999877929688,34.1621208190918,104.83063507080078,51.39999008178711,55.28782272338867,37.44204711914063
2007-04-20,68.69999694824219,34.14250564575195,105.8202896118164,51.266231536865234,55.86016845703125,37.72356796264648
2007-04-23,68.26000213623047,34.1621208190918,105.42157745361328,51.452335357666016,55.90596771240234,38.14584732055664
2007-04-24,67.7300033569336,34.397430419921875,105.46432495117188,51.64427185058594,55.82966995239258,37.88778305053711
2007-04-25,67.88999938964844,34.449710845947266,106.43268585205078,51.4639778137207,56.15778350830078,37.86431884765625
2007-04-26,66.87000274658203,34.511802673339844,106.55372619628906,51.09174728393555,56.38672637939453,37.88778305053711
2007-04-27,67.55999755859375,34.511802673339844,106.46826934814452,51.08013153076172,56.22647857666016,37.7939453125
2007-04-30,67.08999633789062,34.51507568359375,105.58537292480467,51.61518096923828,55.24969482421875,37.18397903442383
2007-05-01,66.69000244140625,34.51935958862305,105.8559341430664,51.65255737304688,55.3794174194336,36.860233306884766
2007-05-02,66.66000366210938,34.50624084472656,106.47537231445312,51.62335586547852,56.165409088134766,37.15114212036133
2007-05-03,67.48999786376953,34.50951385498047,107.05215454101562,51.50659942626953,56.21883010864258,37.24968338012695
2007-05-04,68.19000244140625,34.552093505859375,107.45794677734376,51.71674728393555,56.42488861083984,36.925926208496094
2007-05-07,68.25,34.54883575439453,107.47936248779295,51.85685348510742,56.44777297973633,37.02915954589844
2007-05-08,67.87999725341797,34.57505798339844,107.33692169189452,51.74010467529297,56.27988815307617,36.785152435302734
